,file_path,emotion,emotional_intensity
601,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-02-01-01-02-20.wav,calm,2
602,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-02-02-01-02-20.wav,calm,3
603,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-02-02-01-01-20.wav,calm,3
604,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-01-01-02-01-20.wav,neutral,2
605,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-01-01-01-01-20.wav,neutral,2
606,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-01-01-02-02-20.wav,neutral,2
607,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-02-01-01-01-20.wav,calm,2
608,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-02-02-02-02-20.wav,calm,3
609,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-01-01-01-02-20.wav,neutral,2
610,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-02-01-02-02-20.wav,calm,2
611,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-02-01-02-01-20.wav,calm,2
612,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-02-02-02-01-20.wav,calm,3
613,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-07-02-02-02-20.wav,disgust,3
614,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-04-01-01-02-20.wav,sad,2
615,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-05-01-01-01-20.wav,angry,2
616,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-07-01-01-01-20.wav,disgust,2
617,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-03-02-01-02-20.wav,happy,3
618,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-03-01-02-02-20.wav,happy,2
619,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-03-01-02-01-20.wav,happy,2
620,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-04-02-02-02-20.wav,sad,3
621,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-07-02-01-02-20.wav,disgust,3
622,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-07-02-01-01-20.wav,disgust,3
623,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-06-01-01-02-20.wav,fearful,2
624,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-06-01-02-02-20.wav,fearful,2
625,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-03-01-01-02-20.wav,happy,2
626,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-05-01-01-02-20.wav,angry,2
627,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-06-02-01-02-20.wav,fearful,3
628,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-06-02-02-02-20.wav,fearful,3
629,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-05-02-02-02-20.wav,angry,3
630,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-06-01-02-01-20.wav,fearful,2
631,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-07-02-02-01-20.wav,disgust,3
632,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-07-01-02-01-20.wav,disgust,2
633,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-05-02-01-02-20.wav,angry,3
634,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-08-02-02-02-20.wav,surprised,3
635,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-08-01-02-01-20.wav,surprised,2
636,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-04-02-01-01-20.wav,sad,3
637,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-07-01-01-02-20.wav,disgust,2
638,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-06-01-01-01-20.wav,fearful,2
639,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-08-01-01-01-20.wav,surprised,2
640,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-05-02-01-01-20.wav,angry,3
641,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-06-02-01-01-20.wav,fearful,3
642,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-03-02-01-01-20.wav,happy,3
643,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-08-01-01-02-20.wav,surprised,2
644,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-05-01-02-01-20.wav,angry,2
645,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-03-02-02-01-20.wav,happy,3
646,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-04-01-02-01-20.wav,sad,2
647,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-05-01-02-02-20.wav,angry,2
648,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-04-02-02-01-20.wav,sad,3
649,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-07-01-02-02-20.wav,disgust,2
650,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-08-02-02-01-20.wav,surprised,3
651,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-03-02-02-02-20.wav,happy,3
652,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-08-01-02-02-20.wav,surprised,2
653,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-08-02-01-02-20.wav,surprised,3
654,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-04-01-02-02-20.wav,sad,2
655,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-04-02-01-02-20.wav,sad,3
656,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-06-02-02-01-20.wav,fearful,3
657,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-04-01-01-01-20.wav,sad,2
658,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-05-02-02-01-20.wav,angry,3
659,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_20/03-01-08-02-01-01-20.wav,surprised,3
660,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-01-01-02-02-21.wav,neutral,2
661,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-02-01-02-01-21.wav,calm,2
662,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-01-01-02-01-21.wav,neutral,2
663,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-01-01-01-02-21.wav,neutral,2
664,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-02-01-01-01-21.wav,calm,2
665,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-01-01-01-01-21.wav,neutral,2
666,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-02-01-01-02-21.wav,calm,2
667,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-05-02-01-02-21.wav,angry,3
668,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-03-02-02-01-21.wav,happy,3
669,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-05-01-02-02-21.wav,angry,2
670,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-04-02-01-01-21.wav,sad,3
671,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-04-02-01-02-21.wav,sad,3
672,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-03-02-01-02-21.wav,happy,3
673,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-04-01-02-01-21.wav,sad,2
674,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-05-01-01-01-21.wav,angry,2
675,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-03-01-02-02-21.wav,happy,2
676,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-03-01-01-01-21.wav,happy,2
677,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-03-01-02-01-21.wav,happy,2
678,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-07-01-01-01-21.wav,disgust,2
679,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-03-02-01-01-21.wav,happy,3
680,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-06-01-02-01-21.wav,fearful,2
681,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-07-02-02-02-21.wav,disgust,3
682,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-04-01-01-02-21.wav,sad,2
683,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-02-02-02-01-21.wav,calm,3
684,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-05-02-01-01-21.wav,angry,3
685,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-03-02-02-02-21.wav,happy,3
686,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-08-02-01-01-21.wav,surprised,3
687,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-06-01-02-02-21.wav,fearful,2
688,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-08-01-01-01-21.wav,surprised,2
689,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-06-01-01-01-21.wav,fearful,2
690,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-07-02-01-01-21.wav,disgust,3
691,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-04-02-02-01-21.wav,sad,3
692,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-08-01-02-02-21.wav,surprised,2
693,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-04-02-02-02-21.wav,sad,3
694,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-03-01-01-02-21.wav,happy,2
695,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-07-02-01-02-21.wav,disgust,3
696,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-02-01-02-02-21.wav,calm,2
697,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-06-02-02-01-21.wav,fearful,3
698,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-07-01-01-02-21.wav,disgust,2
699,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-07-01-02-01-21.wav,disgust,2
700,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-06-01-01-02-21.wav,fearful,2
701,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-02-02-01-01-21.wav,calm,3
702,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-05-02-02-01-21.wav,angry,3
703,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-08-01-01-02-21.wav,surprised,2
704,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-05-01-02-01-21.wav,angry,2
705,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-04-01-02-02-21.wav,sad,2
706,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-07-02-02-01-21.wav,disgust,3
707,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-06-02-01-01-21.wav,fearful,3
708,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-02-02-01-02-21.wav,calm,3
709,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-08-01-02-01-21.wav,surprised,2
710,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-08-02-01-02-21.wav,surprised,3
711,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-06-02-02-02-21.wav,fearful,3
712,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-06-02-01-02-21.wav,fearful,3
713,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-02-02-02-02-21.wav,calm,3
714,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-04-01-01-01-21.wav,sad,2
715,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-05-01-01-02-21.wav,angry,2
716,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-05-02-02-02-21.wav,angry,3
717,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-07-01-02-02-21.wav,disgust,2
718,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-08-02-02-02-21.wav,surprised,3
719,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_21/03-01-08-02-02-01-21.wav,surprised,3
720,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-02-02-01-01-05.wav,calm,3
721,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-02-02-02-02-05.wav,calm,3
722,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-02-02-01-02-05.wav,calm,3
723,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-02-01-02-02-05.wav,calm,2
724,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-01-01-01-01-05.wav,neutral,2
725,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-01-01-02-01-05.wav,neutral,2
726,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-01-01-01-02-05.wav,neutral,2
727,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-02-01-01-01-05.wav,calm,2
728,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-02-01-02-01-05.wav,calm,2
729,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-01-01-02-02-05.wav,neutral,2
730,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-02-01-01-02-05.wav,calm,2
731,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-03-01-01-01-05.wav,happy,2
732,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-02-02-02-01-05.wav,calm,3
733,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-04-02-01-01-05.wav,sad,3
734,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-03-01-02-02-05.wav,happy,2
735,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-06-02-01-02-05.wav,fearful,3
736,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-07-01-01-01-05.wav,disgust,2
737,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-08-01-02-02-05.wav,surprised,2
738,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-06-01-02-02-05.wav,fearful,2
739,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-05-01-02-02-05.wav,angry,2
740,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-03-01-02-01-05.wav,happy,2
741,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-04-02-02-02-05.wav,sad,3
742,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-08-02-01-02-05.wav,surprised,3
743,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-05-02-01-02-05.wav,angry,3
744,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-08-02-02-01-05.wav,surprised,3
745,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-04-01-02-01-05.wav,sad,2
746,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-07-02-02-02-05.wav,disgust,3
747,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-03-02-02-02-05.wav,happy,3
748,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-08-02-02-02-05.wav,surprised,3
749,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-08-01-01-02-05.wav,surprised,2
750,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-03-02-01-02-05.wav,happy,3
751,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-04-01-02-02-05.wav,sad,2
752,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-07-01-02-01-05.wav,disgust,2
753,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-04-02-02-01-05.wav,sad,3
754,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-06-01-01-01-05.wav,fearful,2
755,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-04-01-01-01-05.wav,sad,2
756,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-08-01-02-01-05.wav,surprised,2
757,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-06-02-02-01-05.wav,fearful,3
758,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-06-01-01-02-05.wav,fearful,2
759,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-07-02-01-01-05.wav,disgust,3
760,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-05-01-02-01-05.wav,angry,2
761,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-05-02-02-02-05.wav,angry,3
762,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-06-02-01-01-05.wav,fearful,3
763,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-03-02-02-01-05.wav,happy,3
764,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-07-02-02-01-05.wav,disgust,3
765,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-04-02-01-02-05.wav,sad,3
766,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-03-01-01-02-05.wav,happy,2
767,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-08-02-01-01-05.wav,surprised,3
768,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-05-01-01-01-05.wav,angry,2
769,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-06-02-02-02-05.wav,fearful,3
770,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-07-01-01-02-05.wav,disgust,2
771,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-06-01-02-01-05.wav,fearful,2
772,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-07-02-01-02-05.wav,disgust,3
773,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-05-01-01-02-05.wav,angry,2
774,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-07-01-02-02-05.wav,disgust,2
775,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-05-02-01-01-05.wav,angry,3
776,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-08-01-01-01-05.wav,surprised,2
777,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-04-01-01-02-05.wav,sad,2
778,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-03-02-01-01-05.wav,happy,3
779,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_05/03-01-05-02-02-01-05.wav,angry,3
780,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-02-02-01-01-23.wav,calm,3
781,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-03-01-02-01-23.wav,happy,2
782,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-01-01-01-01-23.wav,neutral,2
783,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-03-02-02-01-23.wav,happy,3
784,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-05-01-01-01-23.wav,angry,2
785,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-02-02-01-02-23.wav,calm,3
786,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-03-01-02-02-23.wav,happy,2
787,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-02-02-02-02-23.wav,calm,3
788,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-01-01-02-01-23.wav,neutral,2
789,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-06-02-01-02-23.wav,fearful,3
790,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-07-01-02-02-23.wav,disgust,2
791,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-06-02-02-02-23.wav,fearful,3
792,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-06-01-02-01-23.wav,fearful,2
793,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-04-02-02-01-23.wav,sad,3
794,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-04-02-02-02-23.wav,sad,3
795,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-07-02-02-01-23.wav,disgust,3
796,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-02-01-01-02-23.wav,calm,2
797,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-06-01-01-01-23.wav,fearful,2
798,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-03-02-02-02-23.wav,happy,3
799,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-05-01-01-02-23.wav,angry,2
800,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-06-02-01-01-23.wav,fearful,3
801,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-04-01-02-02-23.wav,sad,2
802,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-08-01-01-01-23.wav,surprised,2
803,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-01-01-02-02-23.wav,neutral,2
804,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-04-01-02-01-23.wav,sad,2
805,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-01-01-01-02-23.wav,neutral,2
806,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-06-01-02-02-23.wav,fearful,2
807,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-05-01-02-01-23.wav,angry,2
808,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-05-02-01-02-23.wav,angry,3
809,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-02-01-01-01-23.wav,calm,2
810,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-03-01-01-02-23.wav,happy,2
811,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-05-01-02-02-23.wav,angry,2
812,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-07-01-02-01-23.wav,disgust,2
813,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_23/03-01-04-01-01-02-23.wav,sad,2
